"","TIME","AUT","BEL","CZE","DEU","DNK","ESP","EST","EU27","FRA","GBR","GRC","HUN","IRL","ITA","LTU","LUX","LVA","NLD","POL","PRT","SVK","SVN","SWE"
"674","2003-02",-4.87318692289542,0.718133049403643,20.9651749267074,-0.839664448635213,6.38488060273273,-3.60946288545214,5.65936952023476,1.54265041753728,-1.70077947626972,6.36314429990562,-2.81460670880276,5.70404953565145,1.70353431062574,18.367732326679,9.25929908286836,13.9707175423895,-4.94567678074398,0.434626230668341,3.03296680685127,-0.134582379546889,20.9074699484483,3.32323514264609,-4.13793850717746
"675","2003-03",-3.06357576023753,2.98979014520068,14.9997005352912,-2.88592938977445,-8.85848037450486,-0.569738608574626,1.08030602357298,-0.620888797662387,-0.73420328471612,0.0267261751990512,-7.66080198269978,3.13650240741209,-5.23853402832593,16.8786859983042,-0.519096532231356,-5.67235338431598,11.0154809135245,-2.06918766966551,-1.52795366630111,-5.59592576620228,0.100446608860318,-2.30436836623587,1.51965674921084
"676","2003-04",5.40861262433493,-5.7738817017047,-17.8630150228603,-0.567149592166478,-3.26616620571579,14.9444923496326,-3.43060731846913,-3.76707840648999,-3.72102564102565,1.47925430709266,4.14344233710222,-9.01821260220477,2.61568240186018,-25.5102220713517,15.712063793132,-0.667828853209878,-20.8023685689839,0.686284092459087,9.71604413888143,4.9859054250832,-10.5196425461943,3.20141025908769,-6.73113095913949
"677","2003-05",-1.06299451387406,3.51637632863659,0.754986604515322,3.77486111582422,5.66371681415929,-6.55468534261837,2.97408271100244,0.43613529212428,0.0371326304512106,-1.09219075229429,2.78271213173369,2.77412435665225,-6.831545806012,-3.01529662533854,7.93319441965136,-0.594731722203038,27.7783008699897,9.25955045698714,4.19379987720724,-12.6746013847712,-3.86362834895265,2.09882662925347,5.08222541151819
"678","2003-06",-2.77631498125193,4.57272695362792,7.49179272907466,-1.24120239421039,-1.89408581368381,2.84657764895758,-2.06987413585991,1.28173078513506,2.47357564030011,2.63668960655839,3.64474548962652,0.0672755378603654,1.06522259386926,12.0490769062268,-7.71168919447693,-9.32555955563506,-4.06198654862996,0.446526730366825,-3.66336896806971,6.5406198289957,3.4521836275729,11.5920344593759,-1.60068926761594
"679","2003-07",9.22092251155636,1.50111084345566,-2.65989217764482,1.86405471128382,8.97031783556607,2.56793695110644,6.14216956937238,4.27717485995245,3.28440279806653,-0.584577396553195,-4.73481024705126,-1.19432586934372,3.1393624171552,5.21274766925691,19.2805164766447,8.84871361717486,1.49104789773088,-5.46594333205616,-0.349878067648608,9.4696651357494,4.1082338709392,-10.3676771472672,2.62274990618287
"680","2003-08",-4.76061621941897,6.5300823970882,-1.0371223098055,-0.601631398486605,-3.12161022056165,1.57031142652264,3.09379166486965,-0.0670847516308974,-1.5241501037756,4.73724604903368,7.03602358182991,15.114136546114,1.31111441455285,-4.25780074564887,3.6268411365873,8.52596249048034,3.97939203527475,4.67231130750592,3.36176050893715,1.63475251897836,-2.55008645306327,1.51700174908793,-1.69297928077454
"681","2003-09",5.2943821389905,0.237751929049983,12.4373605789381,1.06576543541293,2.5752674794725,0.470704285624942,3.62059950769225,-1.48380242767041,-2.79830922105067,-5.74510004557656,-18.8829551452372,-15.3161423346596,0.578659767362001,4.22443072773976,-22.2764845737549,-4.83418006836906,1.66017735377901,-2.33977265814514,9.0981590468698,-0.290290375008994,-1.79244856632884,0.493444789354029,-1.43640043691845
"682","2003-10",2.66123818374098,-0.000622158459574191,-13.7839204801017,-6.5545989324914,-0.194057004244987,2.37893619812652,0.036938820729266,-0.0804100655080612,3.1966075836842,0.895413827389516,42.1748739854798,6.33547473252734,9.45967963870702,-2.07205932096323,24.1350453575682,0.849825349922108,1.76297737664315,-8.445662079088,1.50238469516815,-4.6278120265276,9.18480921110732,0.0375898532848082,3.85634239917286
"683","2003-11",-8.14810903676934,-0.256853741133538,4.21803151935239,5.02518441217979,11.2528861344027,1.95136089144747,1.79619017095754,-0.0208469932071259,-6.35407511742553,-0.380993067591874,-11.2986288150463,2.60703137448737,-5.44760093212263,1.70140936147213,7.87097769159875,-0.245347501778516,-0.796766800072277,1.90151865767093,1.64416999707832,6.95096285768657,23.507892708571,8.67174793516779,-4.07910877670462
